ID;description
Bs. As;Buenos Aires
CABA;Ciudad autónoma de Buenos Aires
Cat; Catamarca
Chaco; Chaco
Chubut; Chubut
CBA; Córdoba
Ctes; Corrientes
E. Ríos; Entre Ríos
Form; Formosa
Jujuy; Jujuy
La Pampa; La Pampa
La Rioja; La Rioja
Mza; Mendoza
Mnes; Misiones
Nqn; Neuquén
R. Negro; Río Negro
Salta; Salta
S. Juan; San Juan
S. Luis; San Luis
St. Cruz; Santa Cruz
St. Fé; Santa Fé
Sgo. Estero; Santiago del Estero
TDF; Tierro del Fuego
TUC; Tucumán
