ID;description
3002262;SE CGO XOPER PACKER RECUP PASAJE AMPLIO
3002263;SE CGO XORIENT ADIC
3002264;SE CGO XPROFXSOBRE 2KM,XCORRIDA,XM
3002265;SE CGO XPROTECTOR P/ALTA TEMP,XCORRIDA
3002266;SE CGO XREG CORRELACION ADIC-200M LONG P
3002267;SE TAPONEADO
3002268;SE CGO XTRANSP UNID LIV IDA SOLO PESC
3002269;SE CGO XTRANSP UNID LIV IDA SOLO TYP
3002270;SE PUNZPOZ 1700M/T(>20T)2'
3002271;SE PUNZPOZ 1700M/T(>20T)23GR33/8'
3002272;SE PUNZPOZ 1700M/T(>20T)32GR33/8'
3002273;SE PUNZPOZ 1700M/T(>20T)39GR33/8'
3002274;SE PUNZPOZ 1700M/(H20T)2'
3002275;SE PUNZPOZ 1700M/(H20T)23GR3.3/8'-4'
3002276;SE PUNZPOZ 1700M/(H20T)32GR3.3/8'-4'
3002277;SE PUNZPOZ 1700M/(H20T)39GR3.3/8'-4'
3002278;SE PUNZPOZ 2100M/T(>20T)39GR3.3/8'
3002279;SE PUNZPOZ 2100M/T(>20T)2'
3002280;SE PUNZPOZ 2100M/T(>20T)23GR3.3/8'
3002281;SE PUNZPOZ 2100M/T(>20T)32GR3.3/8'
3002282;SE PUNZPOZ 2100M/(H20T)2'
3002283;SE PUNZPOZ 2100M/(H20T)23GR3.3/8'-4'
3002284;SE PUNZPOZ 2100M/(H20T)32GR3.3/8'-4'
3002285;SE PUNZPOZ 2100M/(H20T)39GR3.3/8'-4'
3002286;SE PUNZPOZ 2600M/T(>20T)2'
3002287;SE PUNZPOZ 2600M/T(>20T)23GR3.3/8'
3002288;SE PUNZPOZ 2600M/T(>20T)32GR3.3/8'
3002289;SE PUNZPOZ 2600M/T(>20T)39GR3.3/8'
3002290;SE PUNZPOZ 2600M/(H20T)2'
3002291;SE PUNZPOZ 2600M/(H20T)23GR3.3/8'-4'
3002292;SE PUNZPOZ 2600M/(H20T)32GR3.3/8'-4'
3002293;SE PUNZPOZ 2600M/(H20T)39GR3.3/8'-4'
3002294;SE PUNZPOZ 3100M/T(>20T)2'
3002295;SE PUNZPOZ 3100M/T(>20T)23GR3.3/8'
3002296;SE PUNZPOZ 3100M/T(>20T)32GR3.3/8'
3002297;SE PUNZPOZ 3100M/T(>20T)39GR3.3/8'
3002298;SE PUNZPOZ 3100M/(H20T)2'
3002299;SE PUNZPOZ 3100M/(H20T)23GR3.3/8'-4'
3002300;SE PUNZPOZ 3100M/(H20T)32GR3.3/8'-4'
3002301;SE PUNZPOZ 3100M/(H20T)39GR3.3/8'-4'
3002302;SE PUNZPOZ 3600M/T(>20T)2'
3002303;SE PUNZPOZ 3600M/T(>20T)23GR3.3/8'
3002304;SE PUNZPOZ 3600M/T(>20T)32GR3.3/8'
3002305;SE PUNZPOZ 3600M/T(>20T)39GR3.3/8'
3002306;SE PUNZPOZ 3600M/(H20T)2'
3002307;SE PUNZPOZ 3600M/(H20T)23GR3.3/8'-4'
3002308;SE PUNZPOZ 3600M/(H20T)32GR3.3/8'-4'
3002309;SE PUNZPOZ 3600M/(H20T)39GR3.3/8'-4'
3002310;SE PUNZPOZ 3500M-3/8'-4 AD3M 23GR
3002311;SE CGO VARIABLEXKM P/TRANSP PIL. IT4.2
3002312;SE CGO VEHC LIVIANO,XKM
3002313;SE CGO VEHC WLINE/SLICK LINE,XKM., IDA S
3002314;SE CARRLIB
3002315;SE CARRERA TREPANO TRIC/O 4.125 C/V LUMP
3002316;SE DESARR CASROLL PULG/DIA
3002317;SE DESARR CASROLL PULG/DIA AD
3002318;SE CEM. AISLA. DIAM5 1/2'-7' 60KM PROF.1
3002319;SE CEM. INT. DIAM9 5/8'-8 5/8' 100KM PRO
3002320;SE CEM. INT. DIAM9 5/8'-8 5/8'60KM PROF.
3002321;SE CEM.GUIA DIAM 13 3/8'-9 5/8'-8 5/8' 1
3002322;SE COLIMP RES02A03
3002323;SE CERCOS SUBEST ELEC PANEL 4MLONG C/PTA
3002324;SE CERCOS SUBEST ELEC PANEL 4MLONG SIN P
3002325;SE CERTIFICADO CALIB REV,CALIB EQUIP
3002326;SE CERTIFICA2CALIBMASICOS, ULTRASONICOS
3002327;SE COIL TUB 2 3/8'CALIB PZO
3002328;SE COIL TUB 2 3/8'CALIB,SAND JETTING 1°
3002329;SE COIL TUB 2 3/8'CGO. DIA OPER CT LOC
3002330;SE COIL TUB 2 3/8'LIMP ARENAS
3002331;SE COIL TUB 2 3/8'OPER CBIO FLU
3002332;SE COIL TUB 2 3/8'PESC P/REC BHA APRISIO
3002333;SE COIL TUB 2 3/8'PUNZ TCP 1RA ET
3002334;SE COIL TUB 2 3/8'ROTACION CEM PREVIO TE
3002335;SE COIL TUB 2 3/8'ROTADO TPON OFFSET
3002336;SE COIL TUB 2'ROTADO TPON OFFSET
3002337;SE COIL TUB 2'CALIB,SAND JETTING 1° ET
3002338;SE COIL TUB 2'CGO. DIA OPER CT LOC
3002339;SE COIL TUB 2'OPER CBIO FLU
3002340;SE COIL TUB 2'PESC P/REC BHA APR WL Y/O
3002341;SE COIL TUB 2'PUNZ TCP 1RA ET
3002342;SE COIL TUB 2'ROTACION CEM PREVIO TERM
3002343;SE COIL TUB REDUCTOR FRICMETAL-METAL
3002344;SE COL PROT CAÑ 20CM ARE
3002345;SE COLLARIN SEG P/CANOS LAVES. CGO. BASX
3002346;SE COLLARIN SEG P/CANOS LAVES. CGO.XOPER
3002347;SE COLOC CHAP CARACTERISTICA,SPTE RECIPS
3002348;SE COLOC C/EX C/BDA RECIPS SOMET-PRES
3002349;SE COLOCCUP NPTH/2' RECIPS SOMET-PRES
3002350;SE COLOC O REEMP FILTRO DEMISTER RECIPS
3002351;SE COLPURGA GASO CAÑ CRO1697Y1697G
3002352;SE COLOC/RETIRO BPV O TWC FORMAMANUAL
3002353;SE COMPANYMAN SENIOR PULL
3002354;SE COMPANYMAN SENIOR PULL ADVISOR
3002355;SE COMPCION FRACKSTACK AND ZIPPERMANIF
3002356;SE C/EX REDMEDIANTE TIE IN CALIENTE
3002357;SE CONFIG HARD CAMPO 2-5 DÍAS
3002358;SE CONFIG SCADA CAMPO 1 DÍA
3002359;SE CONFIG SCADA CAMPO 2-5 DÍAS
3002360;SE CONFIG HARD GAB C/FIG JUNIOR
3002361;SE CONFIG SCADA GAB C/FIG JUNIOR
3002362;SE CONFIG SCADA GAB C/FIG SENIOR
3002363;SE CONTR EN CAMPO C/SKIDMASTERMETER ACUE
3002364;SE CONSTR CERCO PERIM
3002365;SE CONSTR BODEGA T.2 CEL-AA-BP
3002366;SE CONSTRUC CAMINO NUEVO P/ACC-LOC DEL P
3002367;SE CONSTR CAMINO P/ACC-LOC DEL PZO SOBRE
3002368;SE CONSTR GAVION P/PROTEC ALUVION
3002369;SE CONSTR LOC T.1 CME ALTURA 0,50M
3002370;SE CONSTR LOC T.1 CME ALTURA 0,80M
3002371;SE CONSTR LOC T.1 CME ALTURA 0,90M
3002372;SE CONSTR LOC T.2 CEL-AA-BP
3002373;SE CONSTR YMET ANCLAJE ADIC
3002374;SE CTTR CAÑ 3'DESPLINEANUEVA
3002375;SE CONSTR,UBICACION BASESHORM P/RECTES
3002376;SE CONTRAS,CALIB CRMATOGRAF ON LINE
3002377;SE CONTRAS,CALIB SENSMAS 1-3'
3002378;SE CONTRAS,CALIB SENSMAS 4-6'
3002379;SE CTRL INSEC CASA CATRIEL VALXUNID FUNC
3002380;SE CTRL INSEC CENTRO OPER/COMEDOR
3002381;SE CTRL PLAG CAMP ING
3002382;SE CTRL PLAG CAMP SKANSKA BMO
3002383;SE CTRL PLAG CENTRO OPER PARQ COMEDOR
3002384;SE CTRL PLAG EST MOTOCOMP
3002385;SE CTRL PLAG P/TA AC/D JQ
3002386;SE CTRL PLAG P/TA AGUA INYEC TRANSF
3002387;SE CTRL PLAG P/TAMED JQ
3002388;SE CTRL PLAG P/TA TRAT CRUDO
3002389;SE CTRL PLAG SUBEST TRANSFAS
3002390;SE CTRL PLAG TALLERESMANT+CSMS
3002391;SE CTRL ROED CENTRO OPER,COMEDOR
3002392;SE CTRL ROED CRMATOGRAF MASIC GRAL RG
3002393;SE CTRL ROED EST MULTIFAS R.NEGROMED
3002394;SE CTRL ROED RECINTO RESIDMED
3002395;SE CTRL ROED RECINTO ELECMED
3002396;SE CTRL ROED RECINTOS AIBMED
3002397;SE CTRL ROED SATELITE 5,6 BAT 19MED
3002398;SE CTRL ROED SEP/DOR CTRL 1 SATELITE 4 B
3002399;SE CTRL ROED SUBEST TRANSFASMED
3002400;CONTROL ALINEACION EQ MOTOCOMPRESOR
3002401;CONTROL ALINEACION EQ ROTANTE H / 500HP
3002402;CONTROL ALINEACION EQ ROTANTE MAS 500HP
3002403;CONTROL Y AJUSTE BALANCEO EQ ROTANTE
3002404;SE CTRL,MANT,RECARGA TUBO CO2X45 KG
3002405;SE CORT/D EXT4 11/16 EXTMEC H/2.7/8'
3002406;SE CORT/D.AD EXT 4 11/16 EXTMEC H/2 7/8'
3002407;SE CORTAR CSG 5 1/2'TXP BTC 17 K55 EXTRE
3002408;SE CORTE,ROSC BARRIL POR EXTREMO SRBR310
3002409;SE CROMATOGRAFIA GAS NATURAL EXTENDIDA A
3002410;SE CTTM A° SCH40TB S/REV S/TERR
3002411;SE CTTM CAÑ SCH40S/REV3'A4' S/TERR/CAB
3002412;SE CTTR CAÑ 5.1/2'S/REV INCBFZJ
3002413;SE CTTR CAÑ 2'ERFV T/ESP TERR
3002414;SE CTTR CAÑ 3'ERFV T/ESP TERR
3002415;SE CTTR CAÑ 4'ERFV T/ESP TERR
3002416;SE CTTR CAÑ 6'ERFV T/ESP TERR
3002417;SE CTTR CAÑ 8'ERFV T/ESP TERR
3002418;SE CTTS CAÑ 10'SCH40PARREV ZCOS DBFDO
3002419;SE CTTS CAÑ 10'SCH80PARREV ZCOS DBFDO
3002420;SE CTTS CAÑ 4'SCH40PARREV ZCOS DETBFZJ
3002421;SE CTTS CAÑ 4'SCH80PARREV ZCOS DETBFZJ
3002422;SE CTTS CAÑ 6'SCH40PARREV ZCOS DETBFZJ
3002423;SE CTTS CAÑ 6'SCH80PARREV ZCOS DETBFZJ
3002424;SE CTTS CAÑ 8'SCH40PARREV ZCOS DETBFZJ
3002425;SE CTTS CAÑ 8'SCH80PARREV ZCOS DETBFZJ
3002426;SE CTTS CAÑ 10'SCH40 S/REV S/TERR/CAB
3002427;SE CTTS CAÑ 10'SCH80 S/REV S/TERR/CAB
3002428;SE CTTS CAÑ 6'SCH40 S/REV S/TERR/CAB
3002429;SE CTTS CAÑ 6'SCH80 S/REV S/TERR/CAB
3002430;SE CTTS CAÑ 8'SCH40 S/REV S/TERR/CAB
3002431;SE CTTS CAÑ 8'SCH80 S/REV S/TERR/CAB
3002432;SE CTTS CAÑ 2A3'SCH80PARREV ZCOS BZJ
3002433;SE CTTS CAÑ 2A3'SCH40PARREV ZCOS BZJ
3002434;SE CTTS CAÑ 2A3'SCH80S/REV S/TERR
3002435;SE CTTS CAÑ 2A3'SCH40S/REV S/TERR
3002436;SE CTTS CAÑ 4'SCH40S/REV S/TERR/CAB
3002437;SE CTTS CAÑ 4'SCH80S/REV S/TERR/CAB
3002438;SE MET 2-5 DIAS 2 OPERS
3002439;SE MET 2-5 DIAS 4 OPERS
3002440;SE MET 6-20 DIAS 2 OPERS
3002441;SE MET 6-20 DIAS 4 OPERS
3002442;SE SAN,LIMP ADIC
3002443;SE SAN,LIMP LUN-VIER 8H-17H
3002444;SE ELEC COMPUESTAX2TEC,MOV, VIAT
3002445;SE HLAV C/2 OPERS LUN-VIE 8H-17H
3002446;SE HLAV C/2 OPERS LUN-VIE DESP LAS 17H
3002447;SE HLAV C/2 OPERS SAB DOM,FERIA2
3002448;SE HLAV LUN-VIER 8H-17H
3002449;SE MET C/2 OPERMOV YHTAS EQUIP PESA2LUN
3002450;SE OPERSMET C/MOV YHERR P/EQS PESADOS
3002451;SE OPERS TAR GRAL C/MOV YHERR
3002452;SE SAN,LIMP 3 OPERS L-V 8-17H. C/EQS
3002453;SE SAN,LIMP 3 OPERS L-V DESP 17H. C/EQS
3002454;SE SAN,LIMP 3 OPERS SAB-DOM-FER C/EQS
3002455;SE SAN,LIMP 4 OPERS L-V 8-DESP 17H. C/E
3002456;SE SAN,LIMP 4 OPERS L-V 8H-17H C/EQS
3002457;SE SAN,LIMP 4 OPERS SAB-DOM-FER C/EQS
3002458;SE SAN,LIMP C/2 OPERS LUN-VIE 8H-17H
3002459;SE SAN,LIMP C/2 OPERS LUN-VIE DESP LAS
3002460;SE SAN,LIMP C/2 OPERS SA,DO,FER
3002461;SE TAR GRAL C/2 OPERMOV YHTAS LU-VIE8-17
3002462;SE TAR GRAL C/2 OPERMOV YHTAS LU-VIE D17
3002463;SE TAR GRAL C/2 OPERSMOV YHTAS SAB/DOM,
3002464;SE TAR GRAL,CARGAS LIQ
3002465;SE CUOTA GIMNASIO
3002466;SE CUOTAS VAR SOCIEDAD RURAL/LA NACION/C
3002467;SE ALQ BARR 4 3/4'XT-39 R2 DIAXDC
3002468;SE ALQ BARR 4 3/4'XT-39 R2 MENXDC
3002469;SE DESARME BBA,RECUPMAT SRBR110-2
3002470;SE DESARME BBA,RECUPMAT SRBT110-1
3002471;SE DESB TAPA BIELA,NROM ALOJ COJS BIELA
3002472;SE DESB TAPA BIELA,NROM ALOJ COJS BIELAM
3002473;SE DESB, APORTEMAT,RECTIFICADO ALZAS LEV
3002474;SE DESCMEMORIA RECOLECCIONMANUAL INFOXEQ
3002475;SE DESINSEC
3002476;SE DESINSEC CAMP BORDOMET
3002477;SE DESINST RADMOVIL COMP
3002478;SE DMTJE CA° ALL-SCH2A4'S/REV MTERR
3002479;SE DMTJE CA° ALL-SCH4A6'S/REV S/TECAB
3002480;SE DMTJE CA° ALL-SCH6A10'S/REV S/TECAB
3002481;SE DMTJE CAÑ ERFV 2'A4' TBLAN
3002482;SE DMTJE CAÑ ERFV 2'A4' TDUR
3002483;SE DMTJE CAÑ ERFVT >4' TBLAN
3002484;SE DMTJE CAÑ ERFVT >4' TDUR
3002485;SE DESMET CTEL EXISTENTEMET SOBRE/POST
3002486;SE DESMOV EQS PERF TERM PULL
3002487;SE DETECCCION BACTERIAS BAT SEIS DILUCIO
3002488;SE DETECCCION BACTERIAS BRS SEIS DILUCIO
3002489;SE DETERM ESTADO REVEST DCVG
3002490;SE DETERM POTENCIAL CORR ECORR
3002491;SE DETERM VISCOSIDAD CINEMATICA CST
3002492;SE DIA ADIC TRAIL VIVIENDA
3002493;SE DIA ALQ PIL ACUMULADORA 40M3
3002494;SE DIA ASIST ESPECIALISTA CRMATOGRAFS ON
3002495;SE DIA ASIST ESPECIALISTA REPMASICOS
3002496;SE D/ESP S/PERS,EQUIP PZO SAND TRAP 15KP
3002497;SE D/ESP S/PERS,EQUIP PZO SSV 3 1/16 10K
3002498;SE DIA ING INC DIA UN ING SSR/SR. ACUERD
3002499;SE DIA ING SSR/SR, BASE 8H AEL-ABP-AAA
3002500;SE DIA UNMEDIO OFICIAL, BASE 8H AEL-ABP-
3002501;SE DIA UN OFICIAL, BASE 8H AEL-ABP-AAA
3002502;SE D/ESP S/PERS,EQUIP PZO CHOKEMANIFOLD
3002503;SE D/ESP S/PERS,EQUIP PZO GEN 120 KVA
3002504;SE D/ESP S/PERS,EQUIP PZO LINS ALTA
3002505;SE D/ESP S/PERS,EQUIP PZO LINS BJA
3002506;SE D/ESP S/PERS,EQUIP PZO LUM
3002507;SE D/ESP S/PERS,EQUIP PZOMUERTOS,ROUND S
3002508;SE D/ESP S/PERS,EQUIP PZO PIL ACUM
3002509;SE D/ESP S/PERS,EQUIP PZO PIL ENSAYO
3002510;SE D/ESP S/PERS,EQUIP PZO SEP/DOR
3002511;SE D/ESP S/PERS,EQUIP PZO TQE AGUA POTAB
3002512;SE D/ESP S/PERS,EQUIP PZO TQE GAS OIL
3002513;SE D/ESP S/PERS,EQUIP PZO TRAIL LABORAT.
3002514;SE D/ESP S/PERS,EQUIP PZO TRAIL VIVI
3002515;SE DIA TEC CAMPOMET,PEM ING SR/SSR
3002516;DIAGNOSTICO INTEGRAL MOTOR CON 12 CIL
3002517;DIAGNOSTICO INTEGRAL MOTOR CON 6 CIL
3002518;DIAGNOSTICO TERMODINAM CIL COMPR 12 VALV
3002519;DIAGNOSTICO TERMODINAM CIL COMPR 4 VALV
3002520;DIAGNOSTICO TERMODINAM CIL COMPR 8 VALV
3002521;SE DIBUD TEC
3002522;SE DIFERENCIA CBIO P/CLIENTES
3002523;SE DINAM CGO. ADIC P/DIA FIN SEMANA Y/O
3002524;SE DINAM CGO.MESXASIST 2 DIASXSEMANA
3002525;SE DINAM CGO.MESXLICENCIA DEL VISUALIZAD
3002526;SE DINAM CGO.XDR ADIC LU-VI DESP LAS17H
3002527;SE DISP FINAL RESID TRATADOSXDESORCION T
3002528;SE DMTJE CA° ROSC 2'A4' S/TERRCAB
3002529;SE DMTJE CA° ROSC 4'A6' S/TERRCAB
3002530;SE DMTJE CA° ROSC 6'A10' S/TERRCAB
3002531;SE 2 ESPARRAGADA 11' 5K PSI-11 3.000 PSI
3002532;SE DRILLING SPOOL 7 1/16' 10.000 PSI,ADA
3002533;SE DRILLING SPOOL C/SALIDAS LATERALES P/
3002534;SE DTM JAGUEL LOSMS -E/LOMAS 60KM
3002535;SE DTM BORDEMET JAGÜEL LOSMS 100KM
3002536;SE DTM BORDEMET-BJADA PALO 45KM
3002537;SE DTM E/PZOSMULTIPADH/15KM-25KM
3002538;SE DTM E/PZOSMULTIPADH/25KM-50KM
3002539;SE DTM E/PZOSMULTIPADH/10KM-15KM
3002540;SE DTM EQS COMM PERF TERM PULL
3002541;SE DTMH/15KM P/CHADA C/PLATO P/TUB
3002542;SE DTM INTRA PAD 4 PZOS SEP 10M
3002543;SE EB-1031 DESEMULSIONANTE PTL
3002544;SE ECODINAM SERVMED FISICA TDS/DIAS LBRL
3002545;SE EDR SIST BASE ELEC DRILLING RECORDER
3002546;SE EIA/AA ACTIV CONSTR /MODIFICACION P/T
3002547;SE EIA/AA ACTIV PERF PZO EXPLORADOR
3002548;SE EJEC PBAHIDR DUCTOS, 10'
3002549;SE EJEC PBAHIDR DUCTOS, 2,3'
3002550;SE EJEC PBAHIDR DUCTOS, 4'
3002551;SE EJEC PBAHIDR DUCTOS, 6'
3002552;SE EJEC PBAHIDR DUCTOS, 8'
3002553;ELEM CHOKE LINE 2 1/16'X10000 PSI INC L
3002554;SE EMPLM CAÑ EBAT P/POZPROD
3002555;SE ENDR CUERP TBNG
3002556;SE DMTJE CA° ROSC6'A10' S/TERRCAB
3002557;SE ERSQ TUB H/13.3/8' S/CONT TORQ
3002558;SE ERSQ TUB H/13.3/8' C/CONT TORQ
3002559;SE ERSQ TUB H/3.1/2 S/CONTORQ
3002560;SE ERSQ TUB H/3.1/3 S/CONTORQ
3002561;SE ERSQ TUB H/5.3/4'
3002562;SE ERSQ TUB H/7 C/TORQ
3002563;SE ERSQ TUB H/8 S/TORQ
3002564;SE ERSQ TUB H/9
3002565;SE ENSAYO REG NIVEL
3002566;SE EPVT – TOTIZADOR VOL TQES HASTA 8 PIL
3002567;SE EQ C/LIQ 35 DR ON CALL 24H
3002568;SE EQ SOLD C/AYUDANTE, CANISTA YMOV
3002569;SE ESPERA LLAVE ENTUBAR
3002570;SE ESTMES PERM CAJA CORONAS/CUTTING
3002571;SE ESTMES PERM CAJA PLUG/LATERALES:
3002572;SE ESTUDIO IMPACTO AMB INST
3002573;SE ESTUDIO IMPACTO AMB PERF PZOS
3002574;SE EXCAV C/RETROX
3002575;SE EXCAV ZJA 0.60MX1.50M, C/RETROX,TERBL
3002576;SE EXCAV ZJA 0.60MX1.50M, C/RETROX,TERDU
3002577;SE EXCAV ZJA 0.60M X0.80M,C/RETROX,TERBL
3002578;SE EXCAV ZJA 0.60M X0.80M,C/RETROX,TERDU
3002579;SE EXCAV P/TEND,TAPADO CBL CATODICO
3002580;SE EXCAV ZJA 0.60MX1.50M, RETROX YMART,
3002581;SE EXCAV ZJA 0.60M X0.80M, RETROX YMART,
3002582;SE EXCAV ZJA 0.60MX1.50M, C/HERRMANUALES
3002583;SE EXCAV ZJA 0.60M X0.80M, C/HERRMANUALE
3002584;SE EXCAV, CATEOS YMOV SUELOS
3002585;SE EXCESOKM P/DTM E/PZOSMULTIPAD
3002586;SE EXCESOKM P/CHADA C/PLATO P/TUB
3002587;SE EXT, PROLONG P/PESC. CGO. BASXMXPULG
3002588;SE EXT, PROLONG P/PESC. CGO.XMXPULG DIAM
3002589;SE EXT CENTRALZIADORES VARS BBEO
3002590;SE EXTRAC REVEST RES EPOX CAÑ
3002591;SE EXTRAC REVEST POLIET CAÑ
3002592;SE FABR BATCHEADOR 25 LITROS
3002593;SE FABR CANASTOS P/TRANSP VARILL BBEO
3002594;SE FABR CTEL CHAP ALUM. 1MM CUAD O ROMB
3002595;SE FABR CTEL CHA AL 1MMRECT1,2KX800MM
3002596;SE FABR CTEL CHA AL 1MMRECT600X1000MM
3002597;SE FABR CTEL CHA AL 1MMRECT800X600MM
3002598;SE FABR CTEL CHA AL 1MMTRIANG 750MMLAD
3002599;SE FABR CTEL CHA AL 3MMRECT1,2KX800MM
3002600;SE FABR CTEL CHA AL 3MMRECT600X400MM
3002601;SE FABR CTEL CHA AL 3MMRECT800X600MM
3002602;SE FAB COVER P-NC38XBX XT39
3002603;SE FAB COVER P-NC46XBX HT38LTOT.16'
3002604;SE FAB SSUB P-HT38XBX6 5/8'REG ESPJ13'
3002605;SE FAB SART P/MAN CON LIN COND
3002606;SE FABR SPTE TPOMEOPOST
3002607;SE FABR ESCALERA C/GUARDAHOMBRE P/EQ AIB
3002608;SE FABR YMET CUELLOS CISNEMÁNIFOLDS BAT
3002609;SE FABR YMET DRENAJ RECIP SOMET-PRES
3002610;SE FABRES Y/O REPESMETALURGICAS
3002611;SE FEE REP < 180M3/D SND
3002612;SE FEE REP < 180M3/D SSD
3002613;SE FEE REP > 180M3/D SSD
3002614;SE FEE REP PZO AGUA
3002615;SE FIJ GAB EXTIN-PARPOST
3002616;SE FLETE CAM BATEA 25M3XKM.
3002617;SE FLETE VIAJE C/SOL CAP. 25 TN C/SOL-
3002618;SE FLETE VIAJE C/SOL CAP. 25 TN C/HIDGR
3002619;SE FLU BASE AGUA PERDIDO FORMACION SEC12
3002620;SE FLUID FRACTXETH/40 BPM C/ 12H. AL DIA
3002621;SE FRACHEAD DIA ADIC DESP DEL PRIMERO
3002622;SE FRACHEADMOV INST,PRIMER DIA OPER
3002623;SE FRACT FM PUNTA ROSADA 100-300 B.
3002624;SE FRACT FM TORDILLO 100-300 B.
3002625;SE FRACT FM TORDILLO 301-500 B.
3002626;SE FRACT FM TORDILLO 501-700 B.
3002627;SE FRACTXET FRACT WIRE PUMPDOWN FRAC ASS
3002628;SE FRESAS P/AS, C/ESTAB, C/ICAS, ESTABIL
3002629;SE FRESAS P/AS, C/ESTABILIZADOR, C/ICAS,
3002630;SE GASTMEDICOS SWISSMEDICAL ADH
3002631;SE GAST VRIO OF BIDONES AGUA
3002632;SE GAST VRIO OF CAFE OFS
3002633;SE GAST VRIO OF FRUTAS
3002634;SE GAST VRIO OF LIBRERIA, ESCRIBANOS
3002635;SE GAST VRIO OF EXENTOS LIBRERIA, ESCRIB
3002636;SE GENTE P/CARGA,DESC PERSOXH
3002637;SE GR CGO. PROF
3002638;SE GR CGO. REG
3002639;SE H°A° P/BASEH21 50KG/CM3 AO
3002640;SE HGASHAZARDOUS GAS ALARM LEL+H2S+ ALAR
3002641;SE HIDGR 10 TNM C/OPER,BARQUILLA,HERRMEN
3002642;SE HLAVMEMBRANA
3002643;SE HIDROLAVA C/OPER
3002644;SE ADMINISTRACIÓN FONDO SANTANDER/WATSO
3002645;SE AUD EXT VISTAO&G S.A.B C.V
3002646;SE AUD EXT VISTAO&G S.A.B C.V /ANUALES
3002647;SE AUD EXT APCO O&G INT INC
3002648;SE AUD EXT APCO O&G INT INC /ANUALES
3002649;SE AUD EXT REVISION PURCHASE PRICE ALLO
3002650;SE AUD EXT VISTAO&G ARG
3002651;SE AUD EXT VISTAO&G ARG /ANUALES
3002652;SE PROFES ASESORIA COMP.MANAGEMENT
3002653;SE PROFES IMPACTOS IMPLEM SAP
3002654;SE PROFESMIGRACION IMPLEM SAP
3002655;SE PROF LIB PERSO FISICA
3002656;SE PROF LIB PERSO FISICA AUCERNA
3002657;SE PROF LIB PERSO FISICA OTROS
3002658;SE H ADIC S 1RA DIEZHS LOC
3002659;EQUIPO DE VACIO 9M3 - HORA ADICIONAL
3002660;SE H ADIC CAM PBAHIDR-DESBLQ PZOS LU-VI
3002661;SE H ADIC SUCC LUN-VIE DESP 17H
3002662;SE H ADIC SUCC SABDOM O FER
3002663;SE H ADIC SABADO DOM FER
3002664;SE H ADIC SABADO-DOM-FER EQ VAPOR
3002665;SE H ADIC VAPOR DESP LAS 17H
3002666;SE H ADIC VAPOR PULL DESP LAS 17H
3002667;SE H ADICHWAT-OIL SAB, DOM,FER20:01H-0
3002668;SE H ADICHWAT-OIL LUN-LUN 20:01H-07:59H
3002669;SE H ADICHWAT-OIL LUN-VIER 20:01H-07:59H
3002670;SE H ADIC WLINE LUN-VIER DESP LAS 17H
3002671;SE H CAM VAC P/EVACUACION LIQUI2PIL P/BA
3002672;SE H CSGMATCH
3002673;SE H ESPERA USO EXC SOLD PRFV < 36'DIAM
3002674;SE H ING JUNIOR
3002675;SE HMARTMÁSMOTOCOMPMÁS OPER
3002676;SE H RETREXCAVADORA P/CONSTR PIL
3002677;SE H TORNO CHICO
3002678;SE H VAPOR P/LIMP OTROSMAT
3002679;SE H ESPERA LOC C/BBA
3002680;SE H ESPERA LUZ DIURNA FMAY C/PIL,BBA
3002681;SE H OPER NORMAL C/BBA
3002682;SE H STAND BY LUN-VIER
3002683;HORA TALLER MANT PREVENTIVO/CORRECTIVO
3002684;SE HS GUARDIAMESA AYUDA PRAGMATICA
3002685;SE HS EXCEDENTES P/CSG RUNNING,CSG WHILE
3002686;SE HS TALLER MECANIZADOS,MET,MOVS, ETC.
3002687;SE H EXTRAS 100% TEC REPRESENTANTE SEG
3002688;SE H EXTRAS 50% TEC REPRESENTANTE SEG
3002689;SE H EXTRAS AL 100% SUPERV TEC OPER
3002690;SE H EXTRAS AL 50% SUPERV TEC OPER
3002691;SE IDIOMAS-CGO. DEL EMPLEADO
3002692;SE IMAN VEHI 0,8MM 0,60X1,00M SIN DECO
3002693;SE IMPORTE FLETE COMPARTXTN/KM C/SOL B
3002694;SE IMPRESOR PLOMO, CGO. BASXPULG DIAM EX
3002695;SE IMPRESOR PLOMO, CGO.XPULG DIAM EXT P/
3002696;SE INCENT ZON A-B-C S/TERM EFECT PZOS T1
3002697;SE INCENT ZON A-B-C S/TERM EFECT PZOS T2
3002698;SE INCENT ZON A-B-C S/TERM EFECT PZOS T3
3002699;SE INCENT ZON A-B-C S/TERM EFECT PZOS T4
3002700;SE INDICADOR LUMINOSO LIMITE VELOCIDAD I
3002701;SE INFORME RELEV,NIVELACIONMOV SUELOS
3002702;EMBR17884A
3002703;SE INH INCRUSTACIONES EC6544A EX EC6094A
3002704;CORR11499A
3002705;SE INH. INCRUSTACIONES CAPSUL SCAL10075B
3002706;SE INHIBIDOR CORR P/OPER C/HCL
3002707;SE INSERTOS ROSCAS TAPA CIL/BBA AGUAMOT
3002708;SE INSP C/CALIBRES CERTIFICA2EXTREMOS,RO
3002709;SE INSP EXTREMOS VARS C/CENTR INYECTA2
3002710;SE INSP NO DEST CSG
3002711;SE INSP NO DEST PERNOS BIELA AIB
3002712;SE INSP NO DEST TUBH/3 1/2'
