ID;description
3014478;Reemplazo/Instalación de piezas IV
3014479;Reemplazo/Instalación de piezas V
3014480;Armado cuerpo hidráulico
3014481;Reemplazo/Instalación de Cuerpo Hidráuli
3014482;Instalacion/Acondicionamiento de Accesor
3014483;Ensayo en banco de prueba
3014484;Armado en falso
3014485;Arenado & pintura s/ proced
3014486;RCH: Rectificado frente Cuerpo Hidráulic
3014487;RCH: Mecanizado Alojamiento válvulas Cón
3014488;RCH: Roscado de Tapas de válvula sobre m
3014489;RCH: Acondicionamiento laterales apoyo b
3014490;RCH: Prueba Hidráulica.
3014491;RCM: Mecanizado frente apoyo Cpo Hidrául
3014492;RCM: Mecanizado Alojamiento rodamiento
3014493;RCM: Mecanizado Aloj  Cajas Porta Empaqu
3014494;RCM: Mecanizado Alojamientos Brida Vásta
3014495;RCM: Reparación cuerpo motriz: Mecanizad
3014496;R C : Rectificación de muñones,
3014497;R C : Recupero diámetro en zona de reten
3014498;R C : Recupero diámetro en zona de rodam
3014499;R C : Recupero diám en zona de rod Centr
3014500;R P: Recuperación de Diámetro con aporte
3014501;Normalizado de Biela
3014502;Reemplazo vejiga. Reacondicionamiento Am
3014503;Asistencia puesta en marcha en campo
3014504;Asistencia en operación de bombas plunge
3014505;Asistencia en mantenimiento de bombas pl
3014506;Capacitacion Mantenimiento Operativo
3014507;H/H Taller
3014508;DTM Calentador
3014509;Stand By DTM
3014510;Cargo Oper. Sist. Baja P°, Semiatendida
3014511;Cargo Oper.Calentador 1MMBTU/h
3014512;Reparación Equipamiento
3014513;Adicional bateria 4
3014514;SERV SOP N1 YN2 OPERACIONES 1/2 FTE
3014515;SERV SOP SGR 190HS
3014516;Manejo de arenas diario CON personal
3014517;Manejo de arenas Mes CON personal
3014518;Manejo de arenas Mes SIN personal
3014519;Manejo de arenas diario SIN personal
3014520;Manejo arena DTM base-pozo hasta 150km
3014521;Manejo de arenas DTM kilometro adicional
3014522;Alquiler de Flare Vertical de diario
3014523;Alquiler de Flare Vertical por Mes
3014524;Alquiler Flare DTM base-pozo, máx. 150km
3014525;Alquiler Flare DTM kilometro adicional
3014526;Alquiler Equipo de iluminacion autonomo
3014527;Alquiler de Pileta con Golpeador
3014528;Alquiler de Pileta de acumulaciòn
3014529;Alquiler de pileta con Gas Buster
3014530;Alquiler piletas DTM x pileta máx. 150km
3014531;Alquiler piletas DTM kilometro adicional
3014532;Piletas_Montaje/Desmontaje 2 Op. 12hrs
3014533;Lineas alta P° 3” y 2” conexión 1502
3014534;Muertos de 2,5T
3014535;Lineas de 6” unión a golpe
3014536;Alquiler de mechero horizontal
3014537;Motocompresor
3014538;Generador hasta 150 kva
3014539;Bomba alta P° triplex HT400 cargo básico
3014540;bomba alta P° Triplex HT400 Stand By
3014541;bomba alta P° HT400 DTM hasta 150km
3014542;bomba alta P° Triplex HT 400 DTM km adic
3014543;asistencia en campo (2 op c/12 hs)
3014544;"Torque de Bridas API 2 1/16 a 7 1/16"""
3014545;PH (Cargo basico) hasta 7 pruebas inc.
3014546;PH adicional
3014547;Transporte de unidad pesada Km
3014548;Transporte de unidad liviana Km
3014549;"Engrase valvulas esclusas hasta 3 1/8"""
3014550;"Engrase valvulas esclusas 3 1/16"""
3014551;"Engrase valvulas esclusas hasta 5 1/16"""
3014552;"Engrase valvulas esclusas hasta 7 1/16"""
3014553;Abono mensual SBE
3014554;Cargo Oper. Sist. Baja P°, Semiat (-20%)
3014555;Cargo Stand by. Sist. Baja P°, Semiatend
3014556;Cargo St. by. Sist. Baja P° Semiat (-20)
3014557;REP VALV, RET GAS LIFT 1” CIEGA
3014558;SERVICIO REPOSICION PQ (3ER CAMION)
3014559;SERVICIO MANTENIMIENTO
3014560;Hs de Ingeniería / Cadista
3014561;Hs Oficial Mecánico
3014562;Hs Ayudante Mecánico
3014563;Hs Soldador
3014564;Hs Ayudante Soldador (Amolador)
3014565;Hs Mano de Obra Calificada
3014566;Hs Aportador en Frío
3014567;Control de Alineación y Planimetría medi
3014568;Hs de Tornería
3014569;Hs de Fresado
3014570;Hs de Rectificado
3014571;Prov de Mat para la repar y/o fabr pieza
3014572;Prov de Mat para la repar y/o fabr pieza
3014573;Prov de Mat para la repar y/o fabr pieza
3014574;Prov de Mat para la repar y/o fabr pieza
3014575;Prov de Mat para la repar y/o fabr pieza
3014576;Prov de Mat para la repar y/o fabr pieza
3014577;Prov de Mat para la repar y/o fabr pieza
3014578;Prov de Mat para la repar y/o fabr pieza
3014579;Prov de Mat para la repar y/o fabr pieza
3014580;Prov de Mat para la repar y/o fabr pieza
3014581;CUADRILLA ESPECIALIZADA MENSUALIZADA
3014582;TRAILER CUAD. ESPECIALIZADA
3014590;ALQUILER PILETAS
3014591;CUADRILLA ESPECIALIDAD MECANICO
3014592;ESPECIALIDAD MECANICO - hora extra
3014593;CUADRILLA ESP. MECANICO-  FIN DE SEMANA
3014594;ESP. MECANICO hora extra fin de semana
3014595;"Diagnostico y testeo Series Ø3"""
3014596;"Diagnostico y testeo Series Ø4"""
3014597;"Diagnostico y testeo Series Ø6"""
3014598;"Diagnostico y testeo Series Ø8"""
3014599;"Diagnostico y testeo Series Ø10"""
3014600;STAND BY - CUADRILLA MECANICOS
3014601;Servicio de Internet móvil 50 Gb
3014602;ACPC19360A
3014603;Gastos de Operación y mantenimiento
3014604;Pago del 50% de IND
3014605;GenERA- Cursos
3014606;GenERA- Logistica
3014607;Asistencia por km recorrido
3014608;Colocación de tornillos GPS
3014609;Asistente adicional
3014610;Colocación de precinto
3014611;Cambio de Aro Plástico
3014612;Cambio de cable 5 vías
3014613;Colocación de fusible
3014614;Apertura de equipo e identificación de f
3014615;Provisión y colocación de Soporte GPS
3014616;Desmontaje Lector ID
3014617;Cambio de Cable
3014618;Cambio de Buzzer
3014619;Cambio de Conector Salida Antena GPS (L2
3014620;Reprogramación GPS
3014621;Retiro Sistema de arranque por ID
3014622;Costo mínimo de asistencia
3014623;Costo mínimo de asistencia
3014624;Costo mínimo de asistencia
3014625;Colocación de fusiblera y fusible
3014626;Cambio de  Gabinete Plástico MTK 4
3014627;Cambio de Frente de Policarbonato
3014628;Cambio de electroimán
3014629;Instalacion Eléctrica desde batería
3014630;Cambio de equipo
3014631;Hora Adicional
3014632;Cambio de Puerta Modulo de memoria
3014633;Montaje reasignado Display
3014634;Reporte Especiales (Franja Horaria) 1º H
3014635;Desmontaje Equipo en Pick Up
3014636;Provisión y colocación Antena GSM VL/VP
3014637;Cambio de ubicación GPS
3014638;Cambio de Frente Plástico Completo
3014639;Reactivación equipo (instalado en vehícu
3014640;Limpieza Completa por corrosión
3014641;Cambio de instalación eléctrica VP/VL
3014642;Provisión y colocación Antena GPS VP
3014643;Animaciones 2 Horas de Elaboración
3014644;Provisión de Gabinete Estanco
3014645;Asistencia Programada Loma de la Lata
3014646;Montaje de Equipo Reasignado todo vehícu
3014647;Capacitacion de personal (hasta 4 person
3014648;Asistencia Programada Coiron Amargo
3014649;DIFERENCIA CERTIFICACION OCT-24
3014650;BARRAS SALUDABLES
3014651;Antiespumante
3014652;Antimigratorio de Gas
3014653;Antisettling
3014654;Colchones Lavadores
3014655;Colchones Mecanicos
3014656;Colchones Obturantes
3014657;Extendedor Químico
3014658;Micro fibra
3014659;Reductor Filtrado líquido
3014660;Reductor Filtrado sólido
3014661;Reductor de Fricción
3014662;Retardador
3014663;Retardador HT
3014664;Dispersante
3014665;Km U Transp de carga+1.5 Tn. C.min
3014666;Km Un Transp de carga+1.5Tn.C.adic
3014667;Tranp de mat a granel de otra loc. C min
3014668;Tranp de mat a granel de otra loc
3014669;Transp de mat env, cap h/1.5 Tn.C min.
3014670;Transp de mat env, cap hasta 1.5 Tn
3014671;Transp de mat env, cap > 1.5Tn.C min.
3014672;Transp de mat env, cap > 1.5 Tn
3014673;DESAYUNO SALUDABLES
3014674;Despachante almacen ELO
3014675;"1503-5500 Retenedor cem TKR 5 1/2"""
3014676;PORTAMECHAS x c/período de 12 hs o fracc
3014677;Bono anual
3014678;ADICIONAL P
3014679;Upfront cambio de alcance
3014680;SL mensualizado - Prorrateo x día 5% Dto
3014681;SL mensualizado-Prorrateo x día 10% Dto
3014682;LIH Herramientas de Perforacion
3014683;Alimentos, bebidas y art. de limpieza
3014684;Agua potable de mesa 20 LT.
3014685;Programa MOVE
3014686;Serv. Operativo MC 12508 - 555
3014687;Serv. Stand By MC 12508 - 555
3014688;Serv. Operativo MC 215547 - 554
3014689;Serv. Stand By MC 215547 - 554
3014690;DTM nocturno
3014691;Alquiler Cisterna 10 mt3 Gas Oil
3014692;CARGA DE MATERIAL EN CANTERA
3014693;Instalación/mudanza enlace
3014694;Animaciones 2 Horas de Elaboración
3014695;Certificacion NOV 24
3014696;Certificacion FEB 25
3014697;Kit movilidad starlink mini
3014698;Antena Starlink MIni
3014699;Power Bank para Starlink Mini
3014700;Cargo de Instalación Vehicular c/adaptad
3014701;Eq de Control de Solidos
3014702;Alquiler Tanques Lodo c/Sist remoc 70m3
3014703;Filtros para retención de sólidos
3014704;Unidad de Floculación
3014705;Bandejas ecológicas.
3014706;"SERVICIO TREPANOS SECCION INTERMEDIA 7"""
3014707;Eucalipto Grandis - Clon
3014708;Eucalipto Grandis x Camaldulensis - Clon
3014709;Eucalipto Grandis x Camaldulensis x Urop
3014710;Eucalipto Grandis - Semilla
3014711;Eucalipto Grandis x Urophylla
3014712;Neltuma Alba (70%) - Semilla
3014713;Peltophorum Dubium (15%) - Semilla
3014714;Handroanthus Heptaphyllus (15%) - Semill
3014715;TELEMETRÍA SKIDS ANUAL PQ
3014716;12.250in/11.785in EZC504HD
3014717;"TK56-Y - PDC Bit 8 3/4"""
3014718;Disp Final Suelo Contaminado C/HC 50%
3014719;Auto elevador para 2Tn
3014720;Bombas de transferencias.
3014721;Telas API 170
3014722;Coagulante (Lt)
3014723;INFORME PIPELOGIX
3014724;"Choke Manifold 2-1/16"" 5K psi."
3014725;Trailer tipo COMPANY MAN
3014726;Líneas Adicionales mts x día
3014727;Carreteles y/o Bridas Adaptadoras
3014728;SERVICIO CONECTIVIDAD BMO 300 Mbps
3014729;SERVICIO CONECTIVIDAD VTE LOPEZ 300 Mbps
3014730;SERVICIO FLOWIP 300 Mbps
3014731;TRASBORDO NQN-AGUADA FEDERAL.NQN
3014732;TRASBORDO OYOLA - PEREZ
3014733;"Serv12.25""+MDF8""+bup+MWDEM/MP+bup-Op"
3014734;"Serv12.25""+MDF8""+bup+MWD EM/M +bup-Stdby"
3014735;"Serv8.75""+MDF6.75""+bup+MWD EM/MP+bup-Op"
3014736;"Serv8.75""+MDF6.75""+bup+MWD EM/MP+bup-Std"
3014737;Directional Driller Sr-Operativo/Std by
3014738;Directional Driller Jr-Operativo/Std by
3014739;Transp entre pozos
3014740;Filtro BHA
3014741;KG RECIBIDOS - HUB BS AS
3014742;KG DESPACHADOS- HUB BS AS
3014743;KG RECIBIDOS - HUB NQN
3014744;KG DESPACHADOS - HUB NQN
3014745;Hub Loginter Bs As - Vista- CONSOLIDADO
3014746;HUB LOGINTER NQN-VISTA (HASTA 200 KM)
3014747;PROVEEDOR BS AS (AMBA) - VISTA-DIRECTO
3014748;PROV. NQN-VISTA (HASTA 200 KM)-DIRECTO
3014749;SEMI PROV.BSAS(AMBA)-HUBLOGINTER-COLECTA
3014750;SEMI PROV.NQN-HUB LOGINTER NQN - COLECTA
3014751;CHASIS PROV.(AMBA)-HUB LOG.(BSAS)-COLECT
3014752;CHASIS PROV NQN-HUB LOGINTER NQN-COLECTA
3014753;Pildora Antiperdida HAL
3014754;SEMI CON HIDROGRÚA BS AS - VISTA-SERV AD
3014755;SEMI C HIDROGRÚA NEUQUÉN - VISTA-ADICION
3014756;CHASIS CON HIDRO BS AS - VISTA-SERV ADIC
3014757;CHASIS CON HIDROGRÚA NQN - VISTA-ADICION
3014758;CARRETÓN | BS AS - VISTA- SERV ADICIONAL
3014759;CARRETÓN NEUQUÉN - VISTA-SERV ADICIONAL
3014760;ADICIONAL PARADA CONSOLIDADO Y DIRECTO
3014761;ADICIONAL POR PARADA COLECTA - DIRECTO
3014762;FALSO FLETE
3014763;DEMORAS
3014764;ESTADÍAS
3014765;SERVICIO SUPPLY SYNC
3014766;Purga Nocturna
3014767;Válvula de 3”
3014768;Reducción de 6” x 3”
3014769;TRASBORDO Villa Manzano - Barda
3014770;Salario peón silvicultura (3 Op.)
3014771;STAND BY CAMION C/HIDRO (CON SEMI)
3014772;STAND BY CAMION C/HIDRO (CON SEMI) L/VYF
3014773;STAND BY GRUA 80 TN LUNES A VIERNES
3014774;STAND BYGRUA 80 TN LUNES A VIERNES L/VYF
3014775;FUNDA EXTINTOR 25 KG/L
3014776;FUNDAS EXTINTOR 50/70 KG/L
3014777;FUNDAS EXTINTOR 100 KG/L
3014778;OPERARIO SERV AEROPORTUARIOS
3014779;ADMINISTRATIVO SERV AEROPORTUARIOS
3014780;TOPOGRAFO SERV AEROPORTUARIOS
3014781;INST ELECTRICISTA SERV AEROPORTUARIOS
3014782;TECNICO SERV AEROPORTUARIOS
3014783;ING SEMI SR SERV AEROPORTUARIOS
3014784;ING SR SERV AEROPORTUARIOS
3014785;ING AGRIMENSOR SERV AEROPORTUARIOS
3014786;LIC SISTEMAS AEREOS SERV AEROPORTUARIOS
3014787;AUDITOR SR SERV AEROPORTUARIOS
3014788;RESP TEC PROYECTO SERV AEROPORTUARIOS
3014789;TRACTOR C/ HIDROGRUA N-25 + 1
3014790;CHASIS C/HIDRO
3014791;"TerraPlus 2 7/8"""
3014792;BROP-TO-SUBU_Blueback Rock Physics us/mt
3014793;QINT-TO-SUBU_Quantitative Interpretation
3014794;SEML-TO-SUBU_Seismic Machine Learning
3014795;FMLM-CE-UTL-12_Fault ML Prediction - M
3014796;PROC-PB-SUBU-12_Process Facilities Engin
3014797;GEOL-PP-SUBU-FX_Geologist - Plus
3014798;PROC-PB-SUBU-FX_Process Facilities Engin
3014799;PREN-PB-SUBU-FX_Production Engineer - Ba
3014800;REEN-PB-SUBU-FX_Reservoir Engineer - Bas
3014801;DRPL-PB-SUBU-36_DrillPlan - Plus
3014802;PROC-PB-SUBU-36_Process Facilities Engin
3014803;GEOL-PP-SUBU-36_Geologist - Plus
3014804;GEOP-PP-SUBU-36_Geophysicist - Plus
3014805;RESS-CE-UTL-12_Reservoir Simulation
3014806;DPSC-SS-SUBC_DrillPlan Subsurface Connec
3014807;DRPL-PB-SUBU_DrillPlan - Plus
3014808;GMEC-TO-SUBU_Geomechanics Insights
3014809;PETP-PP-SUBU_Petrophysicist - Plus
3014810;EGRE-IS-UTL_Egress
3014811;EIUE-IS-UTL_Egress inter continental US/
3014812;EGCP-IS-UTL_Egress inter data centers
3014813;EGUE-IS-UTL_Egress inter region US/EU
3014814;MLCU-CE-UTL_ML Execution (Az) CPU
3014815;GEOL-PB-UTL_Geologist - Base
3014816;GEOL-PP-UTL_Geologist - Plus
3014817;DAAD-PB-UTL_IT Administrator - Base
3014818;PROC-PB-UTL_Process Facilities Engineer
3014819;PREN-PB-UTL_Production Engineer - Base
3014820;REEN-PB-UTL_Reservoir Engineer - Base
3014821;DSTO-IS-UTL_Data Ecosystem Storage
3014822;DESINSECTACION - BMO 2025
3014823;Traslado y Montaje Paneles Msafe
3014824;Kg futos secos con pasas xkg
3014825;Kg futos secos sin pasas xkg
3014826;Copos de maiz xkg
3014827;Granola xkg
3014828;Yogur Dahi
3014829;Abono adic Dispositivo VIRCOM 7 / PAC
3014830;Ingenieria Sr Virtec
3014831;Ingenieria Junior Virtec
3014832;Productos industriales varios
3014833;HUB LOGINTER BS AS HUB LOG NQN
3014834;EQUIPO DE VACIO 35M3 - DIA 24HS
3014835;COLECTA CORDOBA POR PALLET
3014836;PUERTO BS AS  - ALMACEN VISTA
3014837;ESTADIA A PARTIR DE LAS 3 HS
3014838;VIANDA COMPLEMENTARIA
3014839;Combustible DIESEL
3014840;Combustible NAFTA
3014841;I.T.C.
3014842;ICO2
3014843;Canon tarjetas físicas
3014844;IIBB
3014845;Mantenimiento flota AIKE
3014846;Servicio técnico y mtto de equipos eléct
3014847;Alquiler Trailer Cocina Equipada
3014848;Traslado y montaje de trailers
3014849;PAO77 - INHIBIDOR DE PARAFINAS
3014850;Movilización inicial o final Unidad
3014851;Movilización inicial/final Unidad carga/
3014852;Conexión Tráiler/agua/electricidad
3014853;CONSUMO AGUA BATERIA 3
3014854;Contr. extraord. + Vianda Compl.
3014855;1-B1 Fresas Planas
3014856;9-B1 Cabezales-Sustitutos-Reducciones
3014857;27-B1 Uniones de Seguridad
3014858;Aceite siliconado ARN
3014859;Cletodim Arnes 24
3014860;Clopyralid - Lontrel
3014861;Fipronil - Formidor
3014862;Herbicida - 2,4D BLUE PROCHEM
3014863;Imazapyr - Arsenal Forestal
3014864;Indaziflam - Explanade
3014865;Isoxaflutol - Fordor
3014866;Picloram - 24 PROCHEM
3014867;Glifosato - Roundup Controlmax 79,2 %
3014868;Glifosato - Roundup Top
3014869;SERVICIO DE LIMPIEZA DE POZO Operativo
3014870;SERVICIO DE LIMPIEZA DE POZO StandBy
3014871;Vianda complementaria
3014872;snr
3014873;VIAJE DE 10M3 TPF-ALMACENES
3014874;VIAJE DE 10M3 ALMACENES - BMO
3014875;VIAJE DE 10M3 PTC ENTRE LOMAS
3014876;VIAJE DE 20M3 PTC ENTRE LOMAS
3014877;Alquiler Cisterna 10 m3
3014878;DIFERENCIA HES OCT-23 A MAR-25
3014879;Diferencia HES O&M Gasoducto TTY
3014880;Bloques de 50 GB internet
3014881;Bloque de 500 GB internet
3014882;Terminal Access
3014883;Kit Starlink High Performance FPH
3014884;Diferencia de tarifa
3014885;"Float Sub 6 5/8"" - Stand By"
3014886;Operador MWD/LWD Operativo/Std By
3014887;Servicio de Gama Ray Radial Operativo
3014888;"Servicio  Gamma Ray Radial 63/4""Stand by"
3014889;Cargos/Impuesto Pais + Formula de ajuste
3014890;TRASBORDO II (OYALA -PEREZ)
3014891;TRASBORDO VERDUGO
3014892;Ln.1 Análisis y revisión de proc.
3014893;Ln.2 Relevamiento de instalaciones clave
3014894;Ln.3 Det. Escenarios de Emerg.
3014895;Ln.4 Disp. Rec. Resp Emerg.
3014896;Ln.5 Conformación Comité Crisis
3014897;Ln.6 Plan específico: Rol de llamada
3014898;Ln.7 Desarrollo plan aereo y serv médico
3014899;Ln.8 Plan Emergencia Descontrol de Pozos
3014900;Ln.9 Plan de Emergencia derrame
3014901;Ln.10 Plan emerg Incendio y/o explosión
3014902;Ln.11 Gestión Preplaning
3014903;Ln.12 Proc. Simulacros
3014904;Ln.13 Valor Asistencia Técnica
3014905;Cargo Operativo MPD Automático
3014906;Cargo Stand By MPD Automático
3014907;Servicio edicion Y Aforo Produccion
3014908;Gestoria Servicio medicion de pozos
3014909;FOAM20628A
3014910;SECADO DE ARENA FRACTURA
3014911;C Basico Reg Gyroscopo NS Hasta 1000 mts
3014912;Registro
3014913;Reporte Monitoreo
3014914;Visita verificación
3014915;Validación terminada
3014916;Visita validación
3014917;Consulta a las partes
3014918;Inicio PDD
3014919;PDD finalizado
3014920;Soporte
3014921;"Provisión Redress Kit Sellos Valv 1812"""
3014922;"Provisión Redress Kit Sellos Valv 1875"""
3014923;TOPADORA
3014924;CONSUMO AGUA CARGADERO
3014925;Recorrido_suministro de H2O hasta 30 m3
3014926;Pago No remunerativo
3014927;Hora extra día NO Laborable (SPD)
3014928;Hora extra día Laborable
3014929;Proyect Manager
3014930;Solution Engineer
3014931;Analista GIS
3014932;Especialista Datos
3014933;DRILL - Agitador Reembolsable
3014934;Adicional SOC Materiales EEC 13_USD
3014935;Adicional SOC EEC 13_ARS
3014936;Altura de brote sano
3014937;DTM FPDO
3014938;CONFIGURACIÓN
3014939;CAPACITACIÓN IT
3014940;PUESTA EN PRODUCCION IT
3014941;Rosca Pin 625 4 1/2 13,5 #/Ft
3014942;Rosca Box 625 4 1/2 13,5 #/Ft
3014943;"Rosca Pin 625 5"" 21,4 #/Ft"
3014944;"Rosca Box 625 5"" 21,4 #/Ft"
3014945;TARIFA ESPERA ESPECIAL
3014946;EQ.PERF.HORA NORMAL C/BAR.SOND (H)
3014947;EQ.PERF.HORA ESPERA C/PERSONAL (H)
3014948;EQ.PERF.HORA ESPERA S/PERSONAL (H)
3014949;EQ.PERF.DTM PARCIAL HASTA 30KM (N°)
3014950;EQ.PERF.DESMOVILIZACION (N°)
3014951;EQUIPO CISTERNA 35M3 - DIA 24HS
3014952;Servicio médico eventual 14x14
3014953;RENTAL SCRUBBER DE SUCCIÓN 36”
3014954;Gestion mensual Programa Bienestar(MOVE)
3014955;PULGADAS DE SOLDADURA + END
3014956;TRABAJOS DE MECANIZADO (TORNERIA)
3014957;PROV DE MATERIALES (CAÑOS, BRIDAS, ETC)
3014958;OPERADOR EN CAMPO LUNES A VIERNES
3014959;OPERADOR EN CAMPO LUN A VIE - HS EXTRAS
3014960;OPERADOR EN CAMPO SAB, DOM Y FERIADOS
3014961;TÉCNICO EN SEGURIDAD E HIGIENE
3014962;TRASLADO EN CAMIÓN PLANCHA
3014963;HIDROGRÚA 15TNM LUNES A VIERNES
3014964;HIDROGRÚA 15TNM SAB, DOM Y FERIADOS
3014965;SERVICIO DE ARENADO
3014966;SERVICIO DE PINTURA
3014967;CONSTRUCCIÓN DE PREFABRICADOS
3014968;Plataforma SaaS Mensual
3014969;EQUIPO DE VACIO 35M3 - DIA 24HS
3014970;"Tapón NTH Para tubing 3 1/2"" No ferroso"
3014971;ALQUILER COPO
3014972;COCINA PTC - 3 OPERARIOS
3014973;ELO-DESAYUNOS/MERIENDAS
3014974;ELO-ALMUERZOS/CENAS
3014975;EIA TAAH s/Res 785/05
3014976;Audit Amb s/Res 785/05
3014977;Audit Abandono TAAH s/Res 785/05
3014978;Sondeo manual. Nota 1. Nota 5.
3014979;Análisis muestra de suelo. Nota 2 Nota 6
3014980;Purga y muestreo de freatimetro. Nota 3.
3014981;Análisis de muestra de agua subterránea
3014982;AR para auditoría s/Res 785/05
3014983;Caracterización de FLNA y dens. Nota 4
3014984;RETROACTIVO SERVICIO COMPRESION
3014985;Asistencia de Cuadrilla en Campo
3014986;Adicionales para Equipo (BAPO 4)
3014987;Provisión Redress Kit Sellos Válv 1” STD
3014988;Adicional SOC
3014989;"ROSCADORA ELECTRICA DE 1/2"" A 4"" 750W"
3014990;"CORTADORA SENSITIVA 14"""
3014991;GENERADOR DE 35KVA - SIN COMBUSTIBLE
3014992;certificacion mensual precom
3014993;RETROACTIVOS MAYO A NOV. 2024
3015000;"LODO BASE KCL 0-430m - SUPERFICIAL 12"" ¼"
3015001;FLUI - LODO BASE AGUA +160M3
3015002;VERSATROL M
3015003;VERSAWET
3015004;INFORMES COMERCIALES 25 MENSUALES
3015005;CLAR16021A
3015006;RETROACTIVOS AGO 23 a OCT. 2024
3015007;TRICONO 12 ¼” IADC117
3015008;Mov - Desmov Entre Fases
3015009;"Fase 6 1/8"" 4 3/4"" Motor"
3015010;"Fase 6 1/8""4 3/4""RSS+MWD+PWD+Azimuth GR"
3015011;"Fase61/8""43/4""RSS+43/4""Mot+MWD+PWD+AziGR"
3015012;Reline Stator
3015013;"SBY 61/8""43/4""RSS+MWD+PWD+Azimuthal GR"
3015014;SE CTRL SOLID DIA OPER NABORS
3015015;Residuo sólido urbano
3015016;EMBR01652A
3015017;DCP-FL6
3015018;Microsilice
3015019;ARC-FR1
3015020;Hematita
3015021;ARC-RT2 Para alta temperatura
3015022;Pino Taeda - Semilla
3015023;Pino Elliotti - Semilla
3015024;Caña Fistula - Semilla
3015025;Bloques de 50 GB internet Global
3015026;Bloques de 500 GB internet Global
3015027;Bloques de 50 GB internet Adicional Glob
3015028;Lapacho Amarillo - Semilla
3015029;Lapacho Rosado - Semilla
3015030;Loro Negro - Semilla
3015031;RENTAL OPERATIVO
3015032;RENTAL STAND BY
3015033;"Alimentos, art. de limp.;bazar, librería"
3015034;MANTENIMIENTO CORRECTIVO LUN-VIE
3015035;KM RECORRIDOS A YACIMIENTO
3015036;SERVICIO CONECTIVIDAD Retiro 100 Mbps
3015037;"Serv rango 6"" MDF 5""NOV+bkup+MWD+pers Op"
3015038;"Serv rango 6""MDF5""NOV+bkup+MWD+pers-Stby"
3015039;"Motor 6.75"" -Mant gral, reline,redress"
3015040;"Float sub 6 5/8"" - Operativo"
3015041;Serv. Hidro-Grua con Chofer Certificado
3015042;Km Pesado por Transporte Hidro-Grua
3015043;SERV. PROFESIONALES fijo mensual
3015044;Movilidad hasta yacimiento
3015045;Jornada en campo
3015046;hora laboratorio
3015047;fee materiales menores
3015048;SERV DE ASIST EN SITIO-AGUADA SAN ROQUE
3015049;SERVICIO CONECTIVIDAD Retiro 100 Mbps
3015050;Cargo Cambio de tripulación 12 hs
3015051;Cargo transporte grúa
3015052;Equipo auxiliar grúa (hs extra)
3015053;Servicio de torque
3015054;Servicio de prueba hidráulica
3015055;Transporte PH/Torque
3015056;Cargo básico registro sonido espectral
3015057;Carga Historica de datos Mensual
3015058;Acompañamiento a la operación Mensual
3015059;Alquiler autoelevador 3 Tn
3015060;Mantenimiento generador 80 kwa
3015061;Abono mensual  repetidora Aluvional
3015062;Abono mensual  trasladadora Aluvional
3015063;Abono mensual Batería 3
3015064;certificados mayo
3015065;TRAZADOR GLOBAL (AGUA) - FFI
3015066;TRAZADOR GAS - NANO
3015067;KIT DE MUESTREO DE GAS
3015068;ANALISIS MUESTRA LIQUIDA
3015069;REPORTE LIMPIEZA DE POZO
3015070;AD INY TRAZ MANIFOLD BAJA PRESION(Xpozo)
3015071;Tpt Materiales (minimo 30km) hasta 20Tn
3015072;ENSALADAS
3015073;Asesoramiento técnico ADG
3015074;Asesoramiento técnico Ley 25.080
3015075;Pago de tasas Ley 25.080
3015076;Matrícula
3015077;Cuota por becario
3015078;gastos reembolsables
3015079;gastos reembolsables
3015080;gastos reembolsables
3015081;Field Technician
3015082;Field Technician Mob/Demob
3015083;Coldbore Monitoring Service
3015084;Coldbore Monitoring Service StandBy
3015085;Tasa vial
3015086;"Cargo Operativo Agitator 5"""
3015087;"Cargo Stand By Agitator 5"""
3015088;"Servicio e Inspección de Agitator 5"""
3015089;Desmontaje
3015090;Rental
3015091;O&M PTF AGUILA MORA
3015092;Viajes y Estadia
3015093;Cargo Cambio de tripulación 12 hs
3015094;Cargo transporte grúa
3015095;Equipo auxiliar grúa (hs extra)
3015096;Servicio de torque
3015097;Servicio de prueba hidráulica
3015098;Transporte PH/Torque
3015099;Cargo básico registro sonido espectral
3015100;Limpieza interior de cisterna(EC+HIDRO)
3015101;KM CAMILLA-TRASLADO DE RETROEXCAVADORA
3015102;EQUIPO 1 HOT WATER (LUN-LUN)
3015103;EQUIPO 2 HOT WATER (LUN-LUN)
3015104;EQUIPO 2 HOT WATER (LUN-VIE)
3015105;ON-CALL EQ2 (MÍN 10 JORNADAS)
3015106;ON-CALL EQ1 O E12 (MENOS 10 JORNADAS)
3015107;HORA ADICIONAL (DSPS 18HS)
3015108;ALQ. MENSUAL TRAILER CABINA 2,5MTS
3015109;JORNADA ON CALL HOT WATER OIL
3015110;UTILITARIO HUB LOG BS AS - VISTA
3015111;UTILITARIO HUB LOG-PROV NQN HASTA 200KM
3015112;SEMI PROV BS AS - HUB LOG BS AS
3015113;Service AA 8 unidades semestral
3015114;Service generador 44 kw
3015115;VIANDA UOCRA 545/08
3015116;De 1951 a 2550 metros
3015117;De 1951 a 2550 metros
3015118;Internet dedicado 500 MB
3015119;Polizas de Caución
3015120;Control Preventivo Roedores e Insectos
3015121;PORTACONTENEDOR DOBLEC/ACOPLADO Y AYUDAN
3015122;CAMION PORTA DOBLE C ACOPLADO Y AYUDANTE
3015123;ALQ CONTENEDOR CUTTING BOX 8M3
